article name,article link,article text,article date

Senate Republicans have refused to have a hearing, much less a vote, on Merrick Garland, President Obama's nominee to fill the vacancy on the Supreme Court. Majority Leader Mitch McConnell even refused to give Mr. Garland the courtesy of a simple introductory meeting.

The result is that the bare-knuckle, activist-driven, take-to-the-streets politics of Occupy Wall Street and Black Lives Matter is becoming the rule among Democrats. This month Senate Democrats blocked Republican efforts to defund so-called sanctuary cities and impose harsh prison sentences on undocumented immigrants.

History will record this week's convention as a coming-of-age for a new era of liberal Democratic politics. This is now Bernie Sanders's party: Other Democrats -- including Hillary Clinton -- are merely living in it.

---

Mr. Williams, a political analyst for Fox News and columnist for the Hill, is the author of ""We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America"" (Crown. 2016).

(See related letters: ""Letters to the Editor: Bernie Won the War, Making U.S. Less Special"" -- WSJ August 5, 2016)

Credit: By Juan Williams",10/20/16

Election at Bernie's,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1825766840?accountid=12768,"It's election season, which means Democrats are again pushing the line that voter fraud is a myth. Allow us to introduce them to the 19 dead registered voters in Harrisonburg, Virginia.

Harrisonburg Registrar Debbie Logan late last week acknowledged that her office had fielded 19 fraudulent applications, submitted under the names of dead Virginians. The fraud came to light because a long-time clerk saw an application under the name of Richard Claybrook Sr., the deceased father of a well-known local judge. The elder Claybrook died in 2014.

According to news reports, investigators have obtained a confession from Andrew Spieles, a James Madison University student working for a voter registration shop called HarrisonburgVOTES. The outfit purports to be nonpartisan, but it is run by Joe Fitzgerald, the chairman of his congressional district's Democratic Committee, and Mr. Spieles is a member of Virginia Young Democrats.

Mr. Fitzgerald told reporters that he fired Mr. Spieles after he confessed, and no charges have been filed, though officials say the investigation continues. Meanwhile, the Colorado Secretary of State is investigating another case of Election at Bernie's, after a local CBS affiliate uncovered multiple instances of dead Coloradans who cast ballots in recent elections.

Democrats are already saying the dead Harrisonburg 19 are no big deal, with Virginia House Minority Leader David Toscano claiming there was no voter fraud because ""they caught him"" before the votes were cast. Which is like saying it wasn't a robbery because the thief was caught carrying the TV out of the house.

Democrats push the fraud-is-a-myth theme because it furthers their political goal of portraying any ballot-security measure as racist in order to drive minority turnout. But the integrity of the ballot matters as much as access to the ballot, and every fraudulent vote cancels a legitimate one. With trust in democratic institutions already frayed, the country doesn't need elections that are tainted by voter fraud, which is no myth.

(See related letter: ""Letters to the Editor: The Politics of Eternal Life"" -- WSJ Oct. 22, 2016)",10/21/16

"For Sanders Army, Fight Isn't Over",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1806616345?accountid=12768,"PHILADELPHIA -- Sen. Bernie Sanders raised an angry army to propel him through this year's presidential primaries. He didn't win that war, but his foot-soldiers showed on Monday they had one more battle they wanted to fight.

That fight unfolded here on the first day of the Democratic Party's national convention. Sanders supporters took to the streets, to the hotel ballrooms where state delegations were meeting and ultimately to the floor of the convention itself to vent their unhappiness with the way they say they were treated by the party, and with their party's nominee-to-be, Hillary Clinton.

By night's end, the Sanders forces were able to turn from jeering to cheering when Mr. Sanders spoke to the convention and gave a full-throated endorsement of Mrs. Clinton. Still, the day served noticed that, having barged into the party's inner sanctum, they won't exit quietly. Mr. Sanders himself, during his prime-time speech, said his political ""revolution"" would continue.

As the day began, they booed their ousted national chairwoman, Rep. Debbie Wasserman Schultz, at a meeting of her home-state Florida delegation because of newly disclosed emails showing that, under her, the party's apparatus had been eager to help Mrs. Clinton and put down Mr. Sanders. They booed House Minority Leader Nancy Pelosi (D. Calif.), long a stalwart of the party's liberal wing, presumably because of her support for Mrs. Clinton.

They even booed their hero, Mr. Sanders, at a morning rally when he urged them to unite behind Mrs. Clinton.

By the time the convention formally opened just after 4 p.m., the Sanders backers had succeeded in scaring Ms. Wasserman Schultz off the convention stage entirely; she declined to open the convention proceedings as planned, knowing that her appearance would have produced a cascade of boos and catcalls.

Yet that victory didn't calm the pro-Sanders camp, at least not entirely. As the convention opened, every time Mrs. Clinton's name was spoken, boos and jeers were heard. The testiness between the Sanders and Clinton forces were obvious; after hearing the heckling, Rep. Marcia Fudge of Ohio, the permanent chair of the convention, scolded the audience.

""I will be respectful of you and I want you to be respectful of me,"" she said. ""We are all Democrats and we need to act like it."" Similarly, former Denver mayor Wellington Webb, a Clinton supporter, urged the crowd to cheer not one candidate or the other, but to cheer both Mr. Sanders and Mrs. Clinton.

Hundreds of Sanders supporters streamed into the Pennsylvania Convention Center to hear Mr. Sanders's Monday-afternoon speech, chanting ""Feel the Bern"" as they did so. They were skeptical of Mrs. Clinton's liberal credentials -- but even more agitated at the email disclosure that they said showed the party's pro-Clinton bias.

""I just feel like if they really were sincere, then the whole party would be standing up and saying this is not acceptable and we don't agree with it,"" said Susan Hall, a delegate for Mr. Sanders from Scranton, Pa. Ms. Hall said that Mr. Sanders had backed Mrs. Clinton for strategic reasons and that she would ""follow his lead.""

Rob Deppert, an alternate delegate from Indiana, wore a green Robin Hood hat handed out by a nurses union seeking to highlight Mr. Sanders's call to tax the rich to benefit the less well-off. Mr. Deppert complained that the emails showed ""basically that the Democratic National Committee had its thumb on the scales and was working with the press to limit Bernie's access,"" producing a ""rigged process.""

Meanwhile, out on the streets of Philadelphia, protesters braved temperatures of nearly 100 degrees to support Mr. Sanders.

A spirited crowd gathered outside the entrance to the convention, shouting to passing delegates and carrying signs calling for Mr. Sanders to be made the nominee.

They chanted, ""Hell no, DNC, we won't vote for Hillary,"" and, ""A vote for Hillary is a vote for Trump."" Others carried signs calling for Mrs. Clinton to be indicted or jailed over her use of email while secretary of state. Police handcuffed a number of demonstrators but didn't arrest them. Instead, the police issued 54 citations for disorderly conduct.

""We need Bernie -- we need what he represents to the American people. The American people need the government to represent what it needs,"" said Michelle Gale, a 28-year old who traveled from Chicago to demonstrate. ""We do not want Hillary.""

Almost lost in the hubbub was the more substantive impact of the Sanders insurrection -- victories his supporters seemed to almost look past. The convention adopted by acclamation the most liberal platform in decades, which moved toward Sanders positions on the minimum wage, trade and college costs.

The party also moved to appease the Sanders army's complaints about the structure of party primaries, adopting a plan to reduce the role of so-called superdelegates -- party leaders who are automatically made delegates to the party's convention and free to support the candidate of their choice.

Mr. Sanders and his supporters complained frequently and vociferously that the superdelegates gave Mrs. Clinton an unfair advantage, though she defeated him in both popular votes and other delegates in the party's primaries and caucuses.

""We've won this by standing up,"" says Maine state Rep. Diane Russell, commenting on the Democratic Party's decision to appoint a committee with an eye to overhauling the role of superdelegates. ""We did this. We won this by standing together,"" she shouted, eliciting cheers of ""Bernie, Bernie!""

But she closed her remarks by saying she would do everything she could to ensure Mrs. Clinton wins the presidency -- a needed boost at a convention with plenty of intraparty divisions.

As that suggested, the Sanders insurrection was quieting down by the time evening fell, in part because leaders of the Sanders and Clinton campaigns joined forces to calm the atmosphere. Mr. Sanders, even before his speech, again made clear to his followers that he wanted them to swing behind the party's nominee.

Still, the day showed that the Sanders army isn't interested in disbanding, and may have longer-term ambitions for the party it has rocked.

Credit: By Siobhan Hughes and Byron Tau",10/21/16

The Democratic Convention: Emails Show DNC Taking Aim at Sanders,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1806616179?accountid=12768,"Private emails released Friday by the WikiLeaks website have rocked the Democratic Party at its convention this week, just as party leaders aim to appear unified behind presumptive presidential nominee Hillary Clinton.

The hacked emails, which appear to show evidence of a continuing rift between the Democratic National Committee and Mrs. Clinton's primary rival, Bernie Sanders, caused an uproar among the Vermont senator's supporters, who alleged during the primary that the DNC was unfairly tipping the scale in favor of Mrs. Clinton.

DNC Chairwoman Debbie Wasserman Schultz is stepping down from her role in light of the email leak.

Brian Fallon, press secretary for Mrs. Clinton, told reporters Monday that the campaign doesn't condone the content of the leaked emails, singling out as particularly egregious one message that questioned Mr. Sanders's Jewish faith and suggested casting the Vermont senator as an atheist. The DNC in a statement apologized to Mr. Sanders about the emails.

House Minority Leader Nancy Pelosi said Monday the role played by staffers at the DNC ""should be scrutinized"" and others dismissed if warranted. Donna Brazile, who will serve as interim DNC chairwoman, said she would conduct a probe before making any decisions about whether additional officials should lose their jobs.

Of the more than 19,000 emails sent from DNC officials between early 2015 and mid-2016 that were dumped online by WikiLeaks (and are available by search), here are nine that standout:

-- April 24, 2016: DNC officials discuss a TV appearance that day by Ms. Wasserman Schultz. Communications Director Luis Miranda writes, ""She can't take Sanders on directly, it would turn into a fight and any time it's DNC Chair vs Sanders, DNC Chair is going to lose.""

-- April 24, 2016: Ms. Wasserman Schultz, responding to an email about Mr. Sanders's saying he will stay in the primary race until the end, writes, ""Spoken like someone who has never been a member of the Democratic Party and has no understanding of what we do.""

-- May 5, 2016: DNC officials appear to suggest a plan to bring Mr. Sanders's religion into the primary narrative. In an email from Chief Financial Officer Brad Marshall to Chief Executive Amy Dacey, Mr. Marshall writes, ""It might may no difference, but for KY and WVA can we get someone to ask his belief. Does he believe in a God. He had skated on saying he has a Jewish heritage. I think I read he is an atheist.""

In a Facebook post on Saturday, Mr. Marshall apologized for what he called ""insensitive, emotional emails.""

-- May 13, 2016: In an email to DNC press secretary Mark Paustenbach, Ms. Wasserman Schultz calls Sanders campaign manager Jeff Weaver ""an ASS"" for his comments about taking the primary fight to the convention.

-- May 17, 2016: When sent Mr. Weaver's comments on Sanders supporters protesting in Nevada, Ms. Wasserman Schultz says, ""Damn liar. Particularly scummy that he barely acknowledges the violent and threatening behavior that occurred.""

Mr. Weaver had called on protesters to act civilly, but accused the Nevada state party of ignoring votes from the floor of the state convention.

-- May 18, 2016: Ms. Wasserman Schultz writes to MSNBC's Chuck Todd asking to discuss unfavorable coverage from the network's program, ""Morning Joe."" The email's subject line is, ""Chuck, this must stop.""

-- May 18, 2016: Christina Freundlich, DNC deputy communications director, asks for approval to post a fake job listing on Craigslist for women who want to apply to jobs at one of Donald Trump's organizations. The requirements for the job, listed in the email, include ""no gaining weight on the job"" and ""must be open to public humiliation and open-press workouts if you do gain weight on the job.""

-- May 21, 2016: The communications team floats the idea of creating an anti-Sanders narrative. Mr. Paustenbach emails Mr. Miranda: ""Wondering if there's a good Bernie narrative for a story, which is that Bernie never ever had his act together, that his campaign was a mess.""

-- May 21, 2016: Responding to Mr. Sanders's remarks that he would not reappoint Ms. Wasserman Schultz if he were elected president, the DNC chairwoman writes, ""This is a silly story. He isn't going to be president.""

Credit: By Julian Routh",10/21/16

The Democratic Convention: Sen. Sanders to Serve Term as Independent,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1806997818?accountid=12768,"PHILADELPHIA -- Bernie Sanders said he plans to return to the Senate as an independent, despite winning 13 million votes in the Democratic Party's presidential primary contest.

""I was elected as an independent; I'll stay two years more as an independent,"" Mr. Sanders said.

Speaking at the Bloomberg Politics breakfast on Tuesday, Mr. Sanders also said the resignation of Debbie Wasserman Schultz as chairwoman of the Democratic National Committee doesn't go far enough in fixing the situation and that more staff members need to leave following embarrassing disclosures of thousands of internal emails.

""We need a DNC which has as very different direction,"" he said. ""I honestly don't know many of the people there. But my guess is we're going to need new leadership, a new direction and new personnel.""

Asked after the event whether Mr. Sanders considers himself a Democrat or an independent, a campaign aide said, ""He ran for president as a Democrat but was elected to a six-year term in the Senate as an independent.""

Mr. Sanders's appearance followed his prime-time speech Monday in which he urged his supporters to back Hillary Clinton. As for his own future in the party, he said he would remain an independent as he serves out his senate term.

Vermont has no party registration. But when Mr. Sanders entered the presidential race last year he proclaimed himself a Democrat.

The emails, released by WikiLeaks, appear to show DNC aides plotting ways to undermine Mr. Sanders's campaign for the Democratic presidential nomination.

On the eve of the four-day convention devoted to Mrs. Clinton's nomination, Ms. Wasserman Schultz announced she was stepping down as chairwoman. She has played no public role in the convention proceedings.

Mr. Sanders cast the DNC as an inept operation that has failed to inspire people to vote, resulting in large Democratic losses in years when the president isn't on the ballot.

He said the DNC needs new ""leadership and a new chair that would lead the process of transforming the Democratic Party.""

Donna Brazile, a longtime Democratic official, has stepped in as interim chairwoman. On Monday, she issued an apology for the emails.

She has also made an overture to Mr. Sanders, inviting his campaign manager, Jeff Weaver, to lend help to the committee in ""voter participation"" and ""civic engagement.""

Credit: By Peter Nicholas",10/24/16

Feel the Sanders Fizzle in Philly,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1806996162?accountid=12768,"We didn't realize until we arrived in the hall Monday night that Bernie Sanders's speech had been moved to the end of the program, pushing him mostly out of prime time. The delay afforded us the opportunity to see a good cross-section of DNC speakers. By far the star of the evening was Michelle Obama, who denounced Donald Trump as a bad influence on children.

She described the Obamas' consciousness of being role models: ""We know that our words and actions matter, not just to our girls, but the children across this country. . . . Kids like the little black boy who looked up at my husband, his eyes wide with hope, and he wondered, 'Is my hair like yours?'""

She's got a point: Imagine a little kid looking at Mr. Trump and asking, ""Is my hair like yours?""

It's something of a role reversal that Democrats are portraying themselves as wholesome vs. the transgressive Republicans, but it's certainly fitting given the public personae of the Obamas and Mr. Trump. Mrs. Obama had high praise for Hillary Clinton but didn't mention her until after the role-model riff.

Mrs. Obama also took issue with Trump's slogan: ""Don't let anyone ever tell you that this country isn't great, that somehow we need to make it great again. Because this right now is the greatest country on earth!"" Her happy talk was in contrast with the later speeches of Elizabeth Warren and Mr. Sanders, both of which were, if we may employ a five-day-old cliche, dark.

""America isn't going broke,"" Ms. Warren said, striking a deceptively optimistic note: ""There's lots of wealth in America, but it isn't trickling down to hard-working families like yours. . . . People get it: The system is rigged.""

You know who else said the system is rigged?

The crowd's response to Ms. Warren was notably tepid, especially by comparison with Mrs. Obama. At several points she was heckled.

Likewise Mr. Sanders's speech was dark. He spoke of ""the 40-year decline of our middle class,"" the likelihood that ""our younger generation will . . . have a lower standard of living than their parents,"" and ""the grotesque level of income and wealth inequality.""

Nor were the cheers for him very enthusiastic -- except toward the end, when he called for ""strong opposition to job-killing free trade agreements like the Trans-Pacific Partnership."" Mr. Trump couldn't have said it better.

Sanders supporters booed when he exhorted them to vote for Mrs. Clinton. Earlier, Sarah Silverman had appeared with Sen. Al Franken in the dullest assemblage of former ""Saturday Night Live"" talent since Norm Macdonald dined alone. As the Chicago Tribune notes, Ms. Silverman, who supported Mr. Sanders, said: ""Can I just say to the 'Bernie or bust' people, you're being ridiculous.""

She has a point -- and so does Mr. Sanders. If you want a socialist America, Mr. Sanders was the best of the candidates seeking either party's nomination. But Mrs. Clinton, bad as she is, is obviously better by lefty lights than Mr. Trump.

Credit: By James Taranto",10/24/16

"The Warren-Sanders Presidency; Elizabeth Warren is barnstorming so she can co-run the government from Capitol Hill, writes Daniel Henninger.",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1832831672?accountid=12768,"Do not for a moment think Elizabeth Warren is barnstorming the country now only to elect Hillary Clinton, writes Daniel Henninger for The Wall Street Journal . She's getting out the vote to make sure Elizabeth Warren is in position next year to co-run the government from Capitol Hill. If Democrats regain control of the Senate, would you be happy with Elizabeth Warren and Bernie Sanders as co-presidents of the United States? Ignore the Senate and voters will pay a price even bigger than a Clinton presidency, Mr. Henninger writes.",10/27/16

The Warren-Sanders Presidency,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1832432375?accountid=12768,"The useful cliche that is pounding like a bad headache through the frontal lobe of millions of voters is the one about choosing between the devil and the deep blue sea.

The presidential devil vote may already be over. But choosing the deep blue sea -- also known as the U.S. Senate -- is very much in play.

That fact may be found by scrolling down to question 11A in the most recent NBC News/Wall Street Journal poll:

""Thinking more about the election for U.S. Congress, would you be more likely to vote for a Republican candidate who will be a check-and-balance to Hillary Clinton . . . or a Democratic candidate who will help Hillary Clinton and Congressional Democrats pass their agenda?""

A Republican: 53%

A Democrat: 40%

From that 13-point gap an obvious question flows: If Democrats regain control of the Senate, would you be happy with Elizabeth Warren and Bernie Sanders as co-presidents of the United States? Ignore the Senate and voters will pay a price even bigger than a Clinton presidency.

Do not for a moment think Elizabeth Warren is barnstorming the country now only to elect Hillary Clinton. She's getting out the vote to make sure Elizabeth Warren is in position next year to co-run the government from Capitol Hill.

Sens. Warren and Sanders remember what happened in 2008. The Democratic presidential primaries that year were the historic battlegrounds for control of the Democratic Party's direction. The Clinton machine, which had captured the party's policy and donor apparatus, was considered unbeatable. Until a freshman Illinois senator pulled progressives together into an astonishing political force that overthrew the Clintons.

That happened because progressives didn't like what they believed the Clintons represented -- cynical centrism -- and they don't like it now. There is no way the left now lets the Clinton Foundation and the politics it embodies recapture control of the party.

Elizabeth Warren, the Democrats' Madame Defarge, and Bernie Sanders, winner of 22 millennial-fueled primaries, are going to guarantee the revolution's purity in any Clinton presidency.

For starters, they have a list. Politico reported in early September that Sen. Warren and progressive policy groups such as the Roosevelt Institute are ""developing a hit list of the types of people they'll oppose -- what one source called 'hell no' appointments -- in a Clinton administration.""

The Warren veto over the next Treasury Secretary is well known. But any such ""list"" will extend to the people put in charge of the government's powerful enforcement bureaus in the departments of Justice, Labor, Education and the regulatory agencies. The Warren wing will appoint the people who, as they did in the Obama years, tell the rest of America what to do. Under this system, your role is to salute -- or get sued by federal lawyers.

It is assumed that in return for dropping his opposition to Mrs. Clinton, the Vermont socialist will become chairman of the Senate budget committee. Days ago, Sen. Sanders tweeted that becoming budget chairman ""sounds good to me.""

Sen. Warren sits on the banking committee, which many people think she already runs. The Democratic chairman would be left-wing Ohio Sen. Sherrod Brown.

As to Majority Leader Chuck Schumer arbitrating all this, Ms. Warren and Mr. Sanders can turn the masses against anyone they want, including Chuck Schumer.

The basis of their beliefs aside, a Clinton-Warren-Sanders government would extend and expand administrative-agency policies that have suppressed economic activity the past eight years.

One example is the EPA's Clean Power Plan, finalized in 2015. Donald Trump got support in places like West Virginia and western Pennsylvania because of the destructive effect of the Obama ""climate-change"" policies on their livelihoods.

Mrs. Clinton's solution, stated in the first debate, was replacement jobs making ""a half a billion more solar panels."" Most displaced workers know this is pie in the sky, like ""free"" college tuition.

Many voters in the Republican suburbs of battleground states such as Pennsylvania, North Carolina, Wisconsin, New Hampshire or Missouri likely think life is good for them and will remain so no matter who runs the Senate. One big news story this week -- about what is happening to ObamaCare -- should make anyone who is complacent about their Senate vote think again.

Insurers have dropped hundreds of thousands from health plans. If a person doesn't find a plan by Dec. 15, the federal government will assign them to a plan in a letter that includes their estimated subsidy for it.

Where does this ""subsidy"" come from? The 1%? Of course not. One way or another, it will get pulled out of the incomes of middle-class Americans -- through higher premiums on their plans, indirect taxes or forgone wage gains.

In the world of Sens. Warren and Sanders, ""fairness"" requires Americans being pitted against each other by their own government. No wonder 63% of them feel the country's going in the wrong direction.

A few days ago, Hillary Clinton said to a campaign rally, ""I could listen to Elizabeth Warren go on all day."" Whether the country wants to remains to be seen.

---

Write henninger@wsj.com.

Credit: By Daniel Henninger",10/27/16

The Warren-Sanders Presidency; Elizabeth Warren is barnstorming so she can co-run the government from Capitol Hill.,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1832367908?accountid=12768,"The useful cliché that is pounding like a bad headache through the frontal lobe of millions of voters is the one about choosing between the devil and the deep blue sea.

The presidential devil vote may already be over. But choosing the deep blue sea--also known as the U.S. Senate--is very much in play.

That fact may be found by scrolling down to question 11A in the most recent NBC News/Wall Street Journal poll :

""Thinking more about the election for U.S. Congress, would you be more likely to vote for a Republican candidate who will be a check-and-balance to Hillary Clinton . . . or a Democratic candidate who will help Hillary Clinton and Congressional Democrats pass their agenda?""

A Republican: 53%

A Democrat: 40%

From that 13-point gap an obvious question flows: If Democrats regain control of the Senate, would you be happy with Elizabeth Warren and Bernie Sanders as co-presidents of the United States? Ignore the Senate and voters will pay a price even bigger than a Clinton presidency.

Do not for a moment think Elizabeth Warren is barnstorming the country now only to elect Hillary Clinton. She's getting out the vote to make sure Elizabeth Warren is in position next year to co-run the government from Capitol Hill.

Sens. Warren and Sanders remember what happened in 2008. The Democratic presidential primaries that year were the historic battlegrounds for control of the Democratic Party's direction. The Clinton machine, which had captured the party's policy and donor apparatus, was considered unbeatable. Until a freshman Illinois senator pulled progressives together into an astonishing political force that overthrew the Clintons.

That happened because progressives didn't like what they believed the Clintons represented--cynical centrism--and they don't like it now. There is no way the left now lets the Clinton Foundation and the politics it embodies recapture control of the party.

Elizabeth Warren, the Democrats' Madame Defarge, and Bernie Sanders, winner of 22 millennial-fueled primaries, are going to guarantee the revolution's purity in any Clinton presidency.

For starters, they have a list. Politico reported in early September that Sen. Warren and progressive policy groups such as the Roosevelt Institute are ""developing a hit list of the types of people they'll oppose--what one source called 'hell no' appointments--in a Clinton administration.""

The Warren veto over the next Treasury Secretary is well known. But any such ""list"" will extend to the people put in charge of the government's powerful enforcement bureaus in the departments of Justice, Labor, Education and the regulatory agencies. The Warren wing will appoint the people who, as they did in the Obama years, tell the rest of America what to do. Under this system, your role is to salute--or get sued by federal lawyers.

It is assumed that in return for dropping his opposition to Mrs. Clinton, the Vermont socialist will become chairman of the Senate budget committee. Days ago, Sen. Sanders tweeted that becoming budget chairman ""sounds good to me.""

Sen. Warren sits on the banking committee, which many people think she already runs. The Democratic chairman would be left-wing Ohio Sen. Sherrod Brown.

As to Majority Leader Chuck Schumer arbitrating all this, Ms. Warren and Mr. Sanders can turn the masses against anyone they want, including Chuck Schumer.

The basis of their beliefs aside, a Clinton-Warren-Sanders government would extend and expand administrative-agency policies that have suppressed economic activity the past eight years.

One example is the EPA's Clean Power Plan, finalized in 2015. Donald Trump got support in places like West Virginia and western Pennsylvania because of the destructive effect of the Obama ""climate-change"" policies on their livelihoods.

Mrs. Clinton's solution, stated in the first debate, was replacement jobs making ""a half a billion more solar panels."" Most displaced workers know this is pie in the sky, like ""free"" college tuition.

Many voters in the Republican suburbs of battleground states such as Pennsylvania, North Carolina, Wisconsin, New Hampshire or Missouri likely think life is good for them and will remain so no matter who runs the Senate. One big news story this week--about what is happening to ObamaCare--should make anyone who is complacent about their Senate vote think again.

Insurers have dropped hundreds of thousands from health plans. If a person doesn't find a plan by Dec. 15, the federal government will assign them to a plan in a letter that includes their estimated subsidy for it.

Where does this ""subsidy"" come from? The 1%? Of course not. One way or another, it will get pulled out of the incomes of middle-class Americans--through higher premiums on their plans, indirect taxes or forgone wage gains.

In the world of Sens. Warren and Sanders, ""fairness"" requires Americans being pitted against each other by their own government. No wonder 63% of them feel the country's going in the wrong direction.

A few days ago, Hillary Clinton said to a campaign rally, ""I could listen to Elizabeth Warren go on all day."" Whether the country wants to remains to be seen.

Write henninger@wsj.com.

Credit: By Daniel Henninger",10/27/16

The Warren-Sanders Presidency; Elizabeth Warren is barnstorming so she can co-run the government from Capitol Hill.,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1832831694?accountid=12768,"The useful cliché that is pounding like a bad headache through the frontal lobe of millions of voters is the one about choosing between the devil and the deep blue sea.

The presidential devil vote may already be over. But choosing the deep blue sea--also known as the U.S. Senate--is very much in play.

That fact may be found by scrolling down to question 11A in the most recent NBC News/Wall Street Journal poll :

""Thinking more about the election for U.S. Congress, would you be more likely to vote for a Republican candidate who will be a check-and-balance to Hillary Clinton . . . or a Democratic candidate who will help Hillary Clinton and Congressional Democrats pass their agenda?""

A Republican: 53%

A Democrat: 40%

From that 13-point gap an obvious question flows: If Democrats regain control of the Senate, would you be happy with Elizabeth Warren and Bernie Sanders as co-presidents of the United States? Ignore the Senate and voters will pay a price even bigger than a Clinton presidency.

Do not for a moment think Elizabeth Warren is barnstorming the country now only to elect Hillary Clinton. She's getting out the vote to make sure Elizabeth Warren is in position next year to co-run the government from Capitol Hill.

Sens. Warren and Sanders remember what happened in 2008. The Democratic presidential primaries that year were the historic battlegrounds for control of the Democratic Party's direction. The Clinton machine, which had captured the party's policy and donor apparatus, was considered unbeatable. Until a freshman Illinois senator pulled progressives together into an astonishing political force that overthrew the Clintons.

That happened because progressives didn't like what they believed the Clintons represented--cynical centrism--and they don't like it now. There is no way the left now lets the Clinton Foundation and the politics it embodies recapture control of the party.

Elizabeth Warren, the Democrats' Madame Defarge, and Bernie Sanders, winner of 22 millennial-fueled primaries, are going to guarantee the revolution's purity in any Clinton presidency.

For starters, they have a list. Politico reported in early September that Sen. Warren and progressive policy groups such as the Roosevelt Institute are ""developing a hit list of the types of people they'll oppose--what one source called 'hell no' appointments--in a Clinton administration.""

The Warren veto over the next Treasury Secretary is well known. But any such ""list"" will extend to the people put in charge of the government's powerful enforcement bureaus in the departments of Justice, Labor, Education and the regulatory agencies. The Warren wing will appoint the people who, as they did in the Obama years, tell the rest of America what to do. Under this system, your role is to salute--or get sued by federal lawyers.

It is assumed that in return for dropping his opposition to Mrs. Clinton, the Vermont socialist will become chairman of the Senate budget committee. Days ago, Sen. Sanders tweeted that becoming budget chairman ""sounds good to me.""

Sen. Warren sits on the banking committee, which many people think she already runs. The Democratic chairman would be left-wing Ohio Sen. Sherrod Brown.

As to Majority Leader Chuck Schumer arbitrating all this, Ms. Warren and Mr. Sanders can turn the masses against anyone they want, including Chuck Schumer.

The basis of their beliefs aside, a Clinton-Warren-Sanders government would extend and expand administrative-agency policies that have suppressed economic activity the past eight years.

One example is the EPA's Clean Power Plan, finalized in 2015. Donald Trump got support in places like West Virginia and western Pennsylvania because of the destructive effect of the Obama ""climate-change"" policies on their livelihoods.

Mrs. Clinton's solution, stated in the first debate, was replacement jobs making ""a half a billion more solar panels."" Most displaced workers know this is pie in the sky, like ""free"" college tuition.

Many voters in the Republican suburbs of battleground states such as Pennsylvania, North Carolina, Wisconsin, New Hampshire or Missouri likely think life is good for them and will remain so no matter who runs the Senate. One big news story this week--about what is happening to ObamaCare--should make anyone who is complacent about their Senate vote think again.

Insurers have dropped hundreds of thousands from health plans. If a person doesn't find a plan by Dec. 15, the federal government will assign them to a plan in a letter that includes their estimated subsidy for it.

Where does this ""subsidy"" come from? The 1%? Of course not. One way or another, it will get pulled out of the incomes of middle-class Americans--through higher premiums on their plans, indirect taxes or forgone wage gains.

In the world of Sens. Warren and Sanders, ""fairness"" requires Americans being pitted against each other by their own government. No wonder 63% of them feel the country's going in the wrong direction.

A few days ago, Hillary Clinton said to a campaign rally, ""I could listen to Elizabeth Warren go on all day."" Whether the country wants to remains to be seen.

Write henninger@wsj.com.

Credit: By Daniel Henninger",10/28/16

"Should Sanders and Warren Run the Senate? Plus, a nationwide state taxathon.",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1832699854?accountid=12768,"""If Democrats regain control of the Senate, would you be happy with Elizabeth Warren and Bernie Sanders as co-presidents of the United States?"" That's the question posed by Daniel Henninger, who warns, ""Ignore the Senate and voters will pay a price even bigger than a Clinton presidency."" Our columnist adds that Ms. Warren is barnstorming the country to get out the vote so that she ""is in position next year to co-run the government from Capitol Hill .""

Morning Editorial Report

Click here to receive this daily Opinion summary via email.

From California to Maine, voters are being asked to raise taxes in a rash of state ballot initiatives. ""State government revenues have swelled 30% in the last five years. That's a bigger raise than most workers have received, but public unions and their friends are asking voters for more at the ballot box on Nov. 8,"" explains a Journal editorial . ...Joel Fox has more on the multiple tax-hike proposals before voters in California .

The Labor Department is claiming discrimination --without producing any victims--at Palantir, a tech company that serves the government's intel community and was co-founded by Trump backer Peter Thiel .

A new Gallup survey out this week finds that a full 76% of Americans say they have ""a great deal"" of respect for the police in their area , up from 64% in 2015.

