article name,article link,article text,article date

""We're going to agree to disagree on some things,"" Mr. Ryan told reporters last month. ""What we do agree on is we don't want another Democrat in the White House.""

Write to Siobhan Hughes at siobhan.hughes@wsj.com and Kristina Peterson at

Credit: By Siobhan Hughes and Kristina Peterson",9/29/16

Trump Business Reach Stirs Conflict Questions --- Conflict-of-interest question would loom if the businessman were elected president,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1801515558?accountid=12768,"NEW YORK--Back in his 26th-floor office after a recent campaign swing, Republican presidential candidate Donald Trump sat down at his desk and began signing a two-inch stack of checks, including ones for $10,000 for fuel, $21,000 for concrete and $99,000 to a contractor at a hotel construction site.

Mr. Trump personally oversees many of his routine business expenses this way. Yet he also says he would separate himself from that business empire, and the many potential conflicts of interest it might create, by putting his ownership into a blind trust, most likely with his adult children as its trustees, if he were elected president.

""I wouldn't mind a blind trust,"" he said in a recent interview. ""I would be doing one thing. My total focus would be on making this country great again. I wouldn't even think about the company.""

As Mr. Trump heads into the general election, the conflicts-of-interest question is big and complex. That is because the Trump Organization, which is owned solely by him, consists mostly of operating assets, as opposed to passive investments. Hundreds of business entities, including some in foreign countries, own or manage hotels, commercial and residential real estate, golf resorts and even part of the reality TV show ""The Apprentice.""

""Trump's empire would pose unprecedented conflicts of interest due to the size of its holdings, privately held nature of the family-run business, and concentration in one industry,"" said Richard Painter, University of Minnesota law professor who was the White House's chief ethics lawyer for President George W. Bush.

""A blind trust would never work in Trump's case, because his assets are known, not blind, and children aren't independent trustees,"" he added, noting that other modern-era wealthy presidents, such as Franklin D. Roosevelt and John F. Kennedy, were ""old-money with diversified holdings"" that didn't directly manage businesses the way Mr. Trump does.

No federal law would require Mr. Trump, famous for putting his name on his swath of enterprises, to remove himself from running his empire, ethics experts say. But Mr. Trump, who has financed some of his real estate with debt and expanded his organization globally, would be closely scrutinized for any policy stance that would affect banking, real estate or the foreign countries where his properties sit.

Mr. Trump dismisses those concerns, saying his business dealings wouldn't influence how he would approach the banking or real-estate sectors or foreign policy. He also said he would let other executives run the trust if his children would be considered too close to him to serve as trustees.

""I'll do whatever I have to do,"" the New York billionaire said in Trump Tower recently. ""I'll do whatever makes people comfortable. It's very easy.""

Mr. Trump and a small coterie of executives and three of his adult children--Donald Jr., Ivanka and Eric--maintain a tight grip on all major assets, which . Even though Mr. Trump controls outgoing expenditures, he has transferred most of the day-to-day management of the empire's strategy and operations to those three children.

But Mr. Trump seems unable to help himself from meddling in operations. When he recently stopped by the in Washington, D.C., which he is renovating into a luxury hotel, he inspected the finishes on wall moldings and queried the hotel manager on the size of a reception area. ""Is it too late to change it now?"" Mr. Trump asked.

Yet, the , including the 100% owned-and-operated properties. Ivanka Trump oversaw the $350 million acquisition and renovation of Trump National Doral, the 800-acre Miami hotel and spa, while her brother Eric supervised improvements to indoor and outdoor public spaces throughout its golf resort.

Donald Jr., who runs most of the company's commercial leasing, has pushed rents higher and occupancy to 97% at the commercial office building 40 Wall Street in a ""re-set"" with new leases on 750,000 square feet of the building, according to a Trump executive. By far, the most lucrative commercial lease in a Trump-owned property is the street-level Gucci store at Trump Tower on Fifth Avenue, which pays $18 million in annual rent, the executive said.

The Trump empire also makes money on real estate it doesn't own. Trump International Hotel and Tower in Vancouver, set to open in August, is expected to provide a sizable annual revenue stream from management fees as the hotel operator and from licensing fees for real-estate sales of the condominiums.

As Mr. Trump continued signing his stack of checks, which he occasionally does on his private jet when on the campaign trail, Mr. Trump added: ""Signing checks is just one way...to know what's really going on...I sign my own checks as much as possible.""

The potential for conflicts abounds. In his campaign financial statement, Mr. Trump disclosed loans and personal guarantees ranging from $315 million to $500 million from a total of 10 creditors. ""The loans are a tiny proportion of my net worth,"" he said.

The Trump Organization now has five licensing deals for mixed-use luxury properties in India and other hotel, residential and development projects around the globe, Ivanka Trump said. Foreign interests provide revenue from management and licensing fees because Mr. Trump doesn't have ownership stakes, with the exception of Trump properties in the U.K., which are wholly owned, she said.

Democrats have said Mr. Trump's conflicts of interest are already on display in his public comments. He handling a civil case against his now-defunct Trump University, based on the judge's ethnicity, and he cited an Internal Revenue Service audit of his taxes as a reason he won't release his tax returns. Last month, he commented on the U.K. vote to leave the European Union while in Scotland promoting a newly renovated golf resort.

Significant conflicts of interest also arise over presumptive Democratic nominee Hillary Clinton and her , ethics experts say. ""Clinton's conflict also would be unprecedented with the scale and breadth of her family foundation, because it has been receiving substantial gifts from private parties, including some from outside the United States,"" said Mr. Painter, of the University of Minnesota. He suggests both candidates separate themselves and their family members from their organizations.

Mrs. Clinton ""stepped down from the foundation just prior to launching her campaign last year,"" a spokesman said. Former President Bill Clinton has said the foundation's work and structure would change if his wife were elected president.

Mr. Trump dismissed the idea of the need for a complete undoing of his family business. ""It's almost like there is no conflict,"" the businessman said. ""The better I do as president, the better it is for my business--and everybody's business.""

Write to Monica Langley at monica.langley@wsj.com

Credit: By Monica Langley",9/29/16

An Explainer on the Tax Benefit Donald Trump May Have Used; Tax laws that allow net operating losses to be carried over to other tax years can be financially lucrative,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1825143122?accountid=12768,"News that Donald Trump claimed a $916 million net operating loss on 1995 state tax returns has led to speculation that he could have wiped out his tax liabilities for more than 15 years. Net operating loss carry-overs are legal behavior and have long been a feature of the tax code. Here are some basics:

Q. Where did the concept originate to allow certain losses to be carried over to other tax years?

A. The Revenue Act of 1918 introduced the idea of allowing taxpayers to carry over net-operating losses, known as NOL, to other tax years, temporarily allowing for an NOL to be carried back one year and then forward one year. Today, carry-over periods reach 20 years; losses can be carried back two years.

Q. What's the idea behind it?

A. Allowing businesses to carry forward (and carry back) loss helps them better weather the economy's inevitable ups and downs, advocates argue. It lets businesses and their owners smooth out their incomes and tax bills over multiple years, giving them a better chance at long-term survival. Some economists argue that the carry-over also can help counteract economic downturns.

Q. Who tends to use it the most?

A. Cyclical businesses that can suffer heavy losses in downturns, such as consumer-goods makers. Owners of real-estate investment firms, with big interest and depreciation deductions, also can benefit. Other rules benefit real-estate investors such as Donald Trump, including the ability to use losses to offset other kinds of income.

Q. Do taxpayers ever claim losses that didn't exist?

A. Because the NOL carry-over is a potentially lucrative break, it has occasionally led people to concoct schemes aimed at generating big NOL's on paper that they then use to claim big refunds of prior-year taxes.

Q. How controversial has this provision been in Congress?

A. There has been debate, but the basic principle of business NOL carry-over has been embraced and expanded in recent years by both parties.

Q. Is there any push now to take this away, or modify it?

A. Progressives often criticize the NOL break as a giveaway to business, but there has been little serious effort in Congress to take it away. Some states have reduced the benefits of the NOL break, principally for budget reasons, and often state rules aren't as generous as the federal rules.

Write to John D. McKinnon at john.mckinnon@wsj.com

Credit: By John D. McKinnon",10/3/16

Political Reporters' Hobgoblin; Trump and Clinton are inconsistent. So what? It's naive to expect otherwise.,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1825134096?accountid=12768,"'A foolish consistency is the hobgoblin of little minds."" So wrote Ralph Waldo Emerson in his essay ""Self-Reliance."" Since Emerson himself was perhaps the least consistent of writers, often saying one thing in one place and its opposite in another, the remark bears the unmistakable stamp of self-justification. I haven't for a long while wandered through the journals, letters, sermons and other writing of this most overrated of American scribblers, but I shouldn't be in the least surprised to discover that somewhere Emerson also wrote that consistency is the hallmark of large minds.

I have been thinking of that Emerson sentence a fair amount of late when watching television political reporters, anchors, commentators--Chuck Todd, Bret Baier, John Dickerson and others--interview politicians, their managers and so-called party strategists. Increasingly these interviews center on the search for inconsistencies (more precisely, contradictions). How do the politicians' current views compare with the views they held earlier in their careers? Or, in the case of our current presidential candidates, the views they held as recently as two or three days ago? By this ploy, television reporters attempt to demonstrate that politicians, like rubber sandals, flip-flop. But to what avail? The law of contradiction, after all, is not enforceable; if it were the jails would overflow.

In the instances of Donald Trump and Hillary Clinton, it is scarcely surprising that contradictions pop up with the regularity of fleas on a junkyard dog. Both are what I should call Kentucky-windage politicians: Without genuine beliefs, each always checks which way the wind--that is, voter sentiment--is blowing before firing away.

It is naive to expect consistency from politicians, to say nothing of devotion to principles, and more than naive to think that catching their contradictions will slow them down in any significant way. With votes at stake, with polls changing almost hourly, it is only natural that politicians and their close supporters provide a nearly endless stream of pronunciamentos rife with contradictions.

What does a reporter gain in confronting politicians with their inconsistencies? Pointing out to a politician that he claimed to be for this or that program in 2009 and now he claims to be against it is roughly as telling a criticism as informing a streetwalker that her hem is perhaps a touch too high. Do political commentators truly expect politicians, when confronted with evidence of their contradictions, to respond, ""You're right. You know, I never thought of that.""

I've long held that the world's dumbest question, asked repeatedly by female reporters on the sidelines after sporting events, is ""What was on your mind when . . . [fill in the event]?"" A truthful answer is probably that the athlete knew once the game ended he would have to face the inanity of the question of what was on his mind and have an answer ready.

Catching out a politician in a contradiction may be an even more empty exercise. Politicians never admit it. Instead, they waffle, they wobble, they claim to have been misunderstood, they bob and weave and artfully dodge the charge. Donald Trump and the dreary birther question is a case in point. Yes, the Trump camp avers, he may have doubted Barack Obama's birth. But they add that the lubricious Sidney Blumenthal started the rumor that the president wasn't born in this country when Mrs. Clinton ran against Mr. Obama in 2008.

Even if politicians could be got to admit the contradictory nature of their current with their former views, would it really matter? Who knows: In their defense they might even cite the stale Emerson quotation.

Rather than cite contradictions, which abound without ultimate significance, television reporters would be much more useful if they put politicians' and candidates' feet to the fire on views they currently claim to hold. They might ask Mr. Trump how, precisely, he plans to restore American military might and at what cost, or by what means he thinks he can defeat ISIS. He has been claiming for months now that he can easily do both without anyone pressing him on these matters.

They might ask Mrs. Clinton, who is keen on aligning herself with the Black Lives Matter movement, for her thoughts on the vast number of black-on-black killings that now number in the tens of thousands in the black ghetto neighborhoods, and whether Black Lives Matter doesn't actually deflect attention from this much more serious problem.

They might ask politicians who have served more than two terms in the Senate or six in the House how they happen to have become multimillionaires on their relatively modest political salaries. There is no want of good questions to ask politicians--none of which begin, ""In 2011 you said . . .""

Mr. Epstein's books include ""Frozen in Time: Twenty Stories"" and ""Wind Sprints: Shorter Essays.""

Credit: By Joseph Epstein",10/3/16

"Election 2016: Trump and Pence Differ on Tone, Issues",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1804473120?accountid=12768,"Republican Donald Trump ended weeks of speculation Friday by naming Indiana Gov. Mike Pence as his running mate, a choice meant to bolster the presumptive nominee with Midwestern voters and the party's conservative base.

The selection was cheered by many of the same conservative leaders who haven't yet endorsed Mr. Trump, but it also spotlights some of the policy and stylistic stances that make the presumptive Republican nominee an outlier in the party he now leads.

During the primary, Mr. Trump frequently criticized the war in Iraq; Mr. Pence voted to support it. Mr. Trump is a vocal critic of free trade; Mr. Pence is a strong proponent. Mr. Trump has panned Republican-led efforts to overhaul Medicare and Social Security; Mr. Pence has championed many of those efforts. And, of course, Mr. Pence endorsed Mr. Trump's top rival, Texas Sen. Ted Cruz.

Temperamentally, the two Republicans are very different: Mr. Trump is a New York billionaire who regularly courts controversy, relishes name-calling and makes no secret of his mutable policy views, while Mr. Pence is a low-key Midwestern governor who presents himself as an always-upbeat conservative crusader with deeply held convictions, and whose net worth was less than $400,000 when he left the House.

Messrs. Trump and Pence are hardly the first ticket to present a contrast of personalities or policy beliefs. Ronald Reagan picked George H.W. Bush in 1980 to shore up his support from the GOP's establishment wing, while a polished, young Barack Obama picked the older, plain-spoken Joe Biden in 2008 to give their ticket more experience.

In many ways, picking Mr. Pence represents one of the few conventional decisions Mr. Trump has made in this campaign. The uncharacteristic choice and its rollout were amplified on Friday.

Hours after Mr. Trump confirmed his pick in a Twitter post, campaign aides had to rebut multiple reports that Mr. Trump had second thoughts and even inquired about dumping the governor as his running mate.

""Totally false,"" Mr. Trump said in an interview on Friday afternoon.

""There's no way to predict chemistry,"" said Kevin Sheridan, a top aide to the last GOP vice-presidential nominee, Wisconsin Rep. Paul Ryan, during the 2012 campaign. ""If it works, the rollout will be forgotten. If it doesn't, people will point to it as the first sign of a troubled marriage.""

Mr. Trump and his running mate both favor tax cuts as a way to spur the economy. Mr. Pence has consistently championed tax cuts since taking over as governor in 2013, leading efforts to lower Indiana's income tax and reduce others. The two Republicans also see eye-to-eye about increasing the defense budget, cracking down on illegal immigration and protecting gun rights.

Their views align on most social issues, but Mr. Trump is a recent convert in opposing abortion and gay marriage. Mr. Pence has a much longer record of fighting to restrict both. He signed legislation making it easier for business owners to deny service to gay couples, before an outcry forced him to soften the law.

Their biggest splits come on trade and foreign policy. Mr. Trump regularly bashes the 2003 U.S. invasion of Iraq. Mr. Pence was an early and consistent supporter of the war. Mr. Pence has also been critical of Russian President Vladimir Putin and called for the U.S. to strengthen the North Atlantic Treaty Organization. Mr. Trump has been a fierce critic of NATO and pledges to work more closely with Mr. Putin.

Mr. Pence criticized Mr. Trump's proposed ban on Muslims entering the country, following the shooting rampage in San Bernardino, Calif., last year.

Differences between the two men could serve them well with some of the conservative activists who are reluctant to back Mr. Trump. ""Mike Pence would be an outstanding vice president,"" said David McIntosh, a former Indiana congressman and president of the Club for Growth, which spent millions trying to deny Mr. Trump the nomination.

Democrats quickly sought to turn the pick against Mr. Trump, with Hillary Clinton's campaign dubbing the Indiana governor the ""most extreme VP pick in a generation.""

---

Damian Paletta contributed to this article.

Credit: By Patrick O'Connor",10/3/16

Christie Keeps Focus on Trump,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1804472992?accountid=12768,"New Jersey Gov. Chris Christie saw his last hope to run on the 2016 presidential ticket dashed Friday, but some state lawmakers and political observers said the governor's national ambitions will keep pulling his attention away from the Statehouse.

Mr. Christie, who has 18 months left in office, has been accused of shirking responsibilities at home during the past year as he waged his unsuccessful bid for president and then campaigned for Donald Trump, the presumptive Republican nominee.

While Mr. Trump didn't choose Mr. Christie as his running mate, Mr. Christie is leading Mr. Trump's transition team, which is responsible for preparing the candidate for the possibility of the presidency. Mr. Christie is also expected to keep campaigning for Mr. Trump as the general election heats up.

Aides to Mr. Christie didn't return requests for comment on Friday after Mr. Trump wrote on Twitter that he tapped Indiana Gov. Mike Pence to join him on the GOP ticket. On Thursday, Mr. Christie said in an interview with MSNBC that he would remain closely involved in Mr. Trump's campaign regardless of whether the governor appeared on the Nov. 8 ballot.

""He is a great friend and a person Mr. Trump has tremendous respect for,"" Mr. Trump's spokeswoman said in an email, referring to Mr. Christie.

Assemblyman John Wisniewski, a Democrat from Middlesex County, said he expects the governor, who is prevented by law from seeking a third term, to make ""auditioning for a cabinet post"" in a possible Trump administration a priority over addressing state issues, such as New Jersey's depleted transportation trust fund.

Mr. Wisniewski pointed to Mr. Christie's insistence on cutting the state sales tax in exchange for a gas-tax increase to fund transportation projects as evidence that the governor is seeking to burnish his national conservative credentials.

""His policy decisions in New Jersey are more about hewing to a certain political orthodoxy so he can be viable on a national stage,"" said Mr. Wisniewski, who believes Mr. Christie's proposed sales-tax cut would be too costly.

Assemblyman Jon Bramnick, the chamber's GOP leader, said the governor's sales-tax proposal is about ""giving money back to the taxpayers"" and accused Democrats of blocking Mr. Christie's efforts to overhaul the state's school funding formula and reduce public-pension costs.

""It doesn't make any difference if Chris Christie is here, in Iowa or traveling the country with Donald Trump,"" Mr. Bramnick said. ""Democrats who are controlling the Legislature won't make the necessary changes to make the state more affordable.""

Mr. Christie, who spent 261 partial or full days traveling outside of New Jersey in 2015, has sought to quell criticism about his out-of-state travel since ending his presidential bid in February.

The governor held frequent news conferences this spring as he pushed for a state takeover of Atlantic City, personally negotiated still-pending legislation to renew the state's transportation trust fund and held several town-hall meetings to lobby for his proposed school funding overhaul.

Still, the governor faces low job approval numbers, a looming federal trial involving former top allies accused in the George Washington Bridge lane-closure scandal and a Legislature that is already anticipating his departure.

Ben Dworkin, director of the Rebovich Institute for New Jersey Politics at Rider University, said he believes the federal investigations, in particular, made Mr. Christie a less attractive option for vice president

David Samson, a former appointee and longtime ally of Mr. Christie, pleaded guilty Thursday to a federal bribery charge. Two of the governor's former top aides are scheduled to go on trial in September in connection with the 2013 bridge scandal.

""It doesn't matter that the governor isn't on trial. It's going to be revelation after revelation of how the Christie administration did business,"" Mr. Dworkin said. ""A six-week corruption trial involving top members of your administration puts a story that you don't want in the news in the heart of the final push for the election.""

Mr. Christie wasn't charged by federal authorities and has denied any wrongdoing.

State Sen. Joe Kyrillos, a Republican, said simply being vetted for vice president was an accomplishment.

""Given the significant obstacles in his way, it's amazing that he got as far as he did and I'm happy for him,"" Mr. Kyrillos said. ""It will be tricky to lead the transition preparation, be on the campaign trail and be the governor of a major state, which in the easiest of times is not a part-time job.""

Former New Jersey Gov. Tom Kean, a Republican, said he thinks Mr. Christie is ""lucky"" that he wasn't selected as Mr. Trump's running mate. Mr. Christie is better suited for another federal position, such as chief of staff or attorney general, Mr. Kean said.

In the coming months in Trenton, Mr. Kean said, Mr. Christie may find willing negotiating partners among Democrats to deal with some thorny issues.

""Some of the Democrats he's been negotiating with think of themselves as future governors,"" he said, ""so it's very much in their interest to get these issues off the table before they're in office.""

Credit: By Kate King",10/3/16

The GOP's Trump Power Play,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1804472927?accountid=12768,"Every poll shows that Donald Trump needs to shore up his support among wary Republicans if he wants to win in November. He and his allies at the Republican National Committee didn't help their cause with their power play Thursday night to shut off any debate at next week's convention in Cleveland.

The RNC put the hammer down in a late-night session of the 112-member rules committee, which pounded through a rule requiring delegates to vote based on their state primary and caucus results. Allies of party chief Reince Priebus even twisted arms to squelch support for a minority report supporting a ""conscience clause"" that would have let delegates vote as they please. The minority report needed 28 votes to get a floor hearing next week but failed on a voice vote.

Mr. Priebus and Trump campaign manager Paul Manafort want an orderly convention that suggests the GOP is more united than it is. But the irony is that by imposing such iron discipline they demonstrated that groups like Delegates Unbound were right in claiming that delegates aren't automatically bound to candidates, and that only a tailor-made convention rule could force delegates to follow state results. RNC lawyers vigorously denied that claim, but that's precisely the kind of rule they passed Thursday.

Dianna Orrock, a national committeewoman for Nevada, bragged on Facebook that the ""strategy"" was that ""by our staying to complete our work late last night, rather than end at 6 pm and reconvene today, [we] wore down our opposition and didn't give them any opportunity to regroup."" Mr. Manafort crowed on Twitter: ""Anti-Trump people get crushed at Rules Committee."" Ah, the glories of backroom democracy.

The real test for Messrs. Priebus and Manafort comes in November, and that will require persuasion more than loyalty tests. The ""anti-Trump"" representatives that Mr. Manafort disparaged represent hundreds of delegates who are loyal to Ted Cruz and other candidates, and whose support Mr. Trump needs. These are the state-level ground troops who get out the vote.

The dissenting delegates weren't likely to get close to denying Mr. Trump the nomination, especially with Mr. Trump's choice of Mike Pence as a running mate and his recent gains in the polls. But allowing a debate would have been good democratic drama that might have attracted more news coverage, and Mr. Trump would be that much stronger as a nominee for having prevailed after a debate. Dissenting delegates will still find ways to express themselves, perhaps in media interviews and no doubt in the reception for Mr. Cruz when he speaks.

The GOP last felt obliged to impose such strict delegate-binding rules in 1976, when Gerald Ford was trying to avoid floor defections to Ronald Reagan. Ford, aided by a young delegate manager named Paul Manafort, controlled the floor. He lost the election.",10/3/16

Clinton Foundation Amends Its Filing With New York; Move comes day after rival Donald Trump's charitable foundation was told to suspend fundraising in state,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1825675967?accountid=12768,"Officials at the foundation of Democratic presidential nominee Hillary Clinton said they filed information Tuesday with the New York attorney general's office that was missing from previous disclosures.

The move comes a day after Republican rival Donald Trump's charitable foundation was told to suspend its fundraising in the state because it violated registration requirements.

A Clinton Foundation spokesman said the charity has complied with New York law, but amended its annual charitable filing with the office of Eric Schneiderman, a Democrat, ""out of an abundance of caution."" The group said it would disclose more detailed financial data on its affiliates.

A spokesman for Mr. Schneiderman said the foundation's filings for at least one year--in 2012--were incomplete. The attorney general's office didn't immediately release the new information provided by the foundation, and it wasn't clear whether it included additional audited information about the charity's foreign affiliates.

The foundation's move comes as presidential contenders' philanthropic ventures have come under scrutiny.

Mrs. Clinton's political rivals have questioned the Clinton Foundation's acceptance of foreign government donations, including some that came during Mrs. Clinton's tenure as secretary of state. Mrs. Clinton has denied any conflicts of interest and said she is proud of the foundation's work.

Mr. Schneiderman's office said Monday it is demanding that Donald Trump's charitable foundation suspend fundraising activity in New York, issuing a cease-and-desist letter accusing Mr. Trump's family nonprofit of failing to register as a charity that raises money in the state.

The foundation has 15 days from Sept. 30--the day the notice was dated--to correct its registration and file required paperwork.

A spokeswoman for Mr. Trump said the candidate questioned the political motives of Mr. Schneiderman, who supports Mrs. Clinton, and said the foundation would comply with Mr. Schneiderman's broader investigation into the charity.

The Clinton Foundation has offered to share more details with Mr. Schneiderman's bureau about contributions from foreign governments. But a spokesman for the foundation said it hasn't received a request to do so from Mr. Schneiderman's office.

New York requires that charitable organizations annually disclose and itemize the dollar amounts of grants made by a ""government agency.""

The attorney general and the Clinton Foundation said they are currently interpreting that rule to be limited to grants from domestic government sources.

The foundation in recent years has disclosed to New York officials its foreign government grants as a lump sum. The Clinton Health Access Initiative, the foundation's largest project, also makes annual financial disclosures to the attorney general, but neither itemizes its foreign government grants nor specifies a summary total dollar figure, a practice scrutinized in a Scripps News report from September.

""CHAI also received foreign government contributions and can provide those in more details if needed,"" the group told the attorney general's office in a letter accompanying its most recent annual filing.

Mr. Schneiderman's office says it has never demanded itemization of foreign government grants, but has said it is considering clarifying its requirements.

Some foundations and charities have itemized foreign government grants in recent annual tax filings, including Family Care International, Action Against Hunger and the George W. Bush Foundation, which reported a $5 million grant from the Royal Family of Saudi Arabia in its 2013 filing.

Write to James Grimaldi at James.Grimaldi@wsj.com and Jacob Gershman at jacob.gershman@wsj.com

Credit: By James V. Grimaldi and Jacob Gershman",10/4/16

The Apology of Donald J. Trump,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1825338892?accountid=12768,"What follows is a draft of a speech Donald Trump is scheduled to deliver Tuesday, Oct. 4 in Prescott Valley, Ariz. We haven't confirmed its authenticity because, like the rest of the corrupt media, we're totally dishonest.

Thank you, everybody, thank you. It's good to be back in Arizona. And you know we're going to win, right? The polls say we're going to win in Arizona, and we will.

The polls also say we'd lose the general election if it were held today. But they're wrong. So wrong. You know how pollsters work? They guess who will show up to vote on election day, and then they poll these ""likely voters.""

But let me tell you something. The pollsters have no clue. None. They don't have a clue who the electorate is, and they don't have a clue of what's going on in America. Believe me, folks, on election day they're going to find out.

The other day, in Colombia -- I'm talking about the country in South America -- they held a vote. A referendum. President Santos staked his reputation on a, quote-unquote, peace deal with the terrorists of the FARC.

Now the FARC, they're the worst people in the world. They've killed tens of thousands of people. They make their money through drug trafficking and kidnapping. They've been terrorizing Colombians for 50 years.

Along comes Santos, and he makes this terrible deal that says to the FARC: We're not going to send you to jail. We're going to sentence your leaders to community service. We're even going to guarantee you seats in the Congress.

And all the polls said the deal was going to win in a landslide. Obama and Kerry lined up behind it. Santos told Colombians they had no choice, that it was the only road to peace.

Guess what? The polls were wrong. The Colombians knew a bad deal when they saw one. They weren't going to let killers get away with their crimes. The only deal they want with the FARC is the same deal Reagan got from Russia: We win, they lose.

Folks, it was the same story with the Brexit vote in June. All the polls said the Brits wouldn't vote to leave the European Union. They did. All the experts said the sky would fall if the Brits voted to go. It didn't. These geniuses said that Britain was too small to be the master of its own destiny. The British people believe otherwise, and I'm with them!

What happened in Britain, in Colombia, it's going to happen here. Because, like them, we're sick of it.

We're sick of hearing ObamaCare is working when even the New York Times

admits it's a total disaster. We're sick of hearing how great the economy is when it's floating on a big wave of cheap credit that benefits Wall Street at the expense of savers. We're sick of hearing how great the Iran deal is, then watching our sailors being humiliated while we secretly fork over pallets of cash.

You know what we're also sick of? Liberal hypocrites.

I'm not supposed to say the name I'm about to say. Well, two words: Alicia. Machado.

Who is this Alicia Machado, other than a political prop for Hillary? She was a beauty queen for a business I helped run called ""Miss Universe."" The business of beauty queens is to be beautiful, just like it's the business of athletes to be fit. Duh! And when she gained some weight, I insisted she lose it. Did I call her ""Miss Piggy""? Boo hoo. Get over it.

For this I'm being treated very badly. Let me ask you something: Other than Lena Dunham, when was the last time Anna Wintour ran a fat person on the cover of Vogue? And when was the last time Hillary said no to one of Ms. Wintour's big fundraisers because of Vogue's ""lookism""?

So spare me the sensitivity lectures. Spare me the business lectures, too. Those tax returns someone stole and the New York Times published? The ones that showed I once lost nearly a billion dollars and used every legal trick in the book to stage a comeback?

All of you here understand this is how business is done in America. Some years you make money. Some years you lose. You take advantage of every tax break you can because the government is trying to screw you every other way.

That's the real world. It's only in the unreal world that Hillary lives in that you can make a fortune by being a failed secretary of state and then cash in on obscene speaking fees, or arrange for Bill to get an $18 million salary to be ""honorary chancellor"" at a for-profit college while the Obama administration destroys every other for-profit. That's called corruption, no matter whether it's legal or not.

Folks, there's a giant wave coming. A tsunami of Americans who won't stand for being told we don't know what's good for us. Who refuse to be lectured by political grifters about how to make an honest buck. Who don't need our morals improved by Hillary Macbeth and Billy Caligula. And who refuse to accept that we have to make lousy deals, or make do with less, or that America can't ever be great again.

To all the liberals and Never Trumpers who don't get why Hillary isn't ahead by 50 points -- I just explained it. To all of you, get ready for Nov. 8. It's going to be a beautiful thing. Believe me.

---

Write bstephens@wsj.com.

Credit: By Bret Stephens",10/4/16

Declarations: Trump and the Unknowable Moment,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1806205101?accountid=12768,"Cleveland -- Two headlines on the week, and some speeches.

Donald Trump effectively won the Republican primary in the first week of May, meaning the GOP has had 2 1/2 months to do what it has always done, even under duress, such as in 1964 and 1976: come together. They have not. From day one of the convention it was clear the GOP is a bitterly divided party and not even bothering to hide it.

It failed to unite not because it had poor leadership or the nominee didn't know how to do it, though both are true. More killingly it failed to unite because it didn't want to. Everyone's in his corner. Donald Trump failed to change his style in a way that would have given cover to those who would have, with considerable relief, joined him. On the other hand, anti-Trump forces continued to look down on Mr. Trump's supporters and grant them nothing in terms of motivation, sincerity, insight.

Most important, though no one in Cleveland was keen to talk about it, there is the split between the base and the top on such huge and fundamental issues as immigration, trade and entitlements. The base came to this convention, which was middle-class and dressed down. The wealthy and connected largely stayed away. You didn't see them swanning from reception to party to caucus. It spoke volumes. Now and then you remember that snobbery is an actual force in life.

If each side hates the other and believes in different things, how do they come together again?

Connected to that, the second headline, which has to do with the unknowability of the moment we're in. The shrewdest old political pro, the brightest young delegate, the owlish political journalist -- they didn't know exactly what they were witnessing. Was it the formal start of an epic political disaster? The birth of a new GOP more identified with the struggles of its base? Is 2016 a particular and contained event, or does it mark the beginning of some long-term realignment? As for Mr. Trump, is he a lightning storm that lit things up, caused some damage, will play itself out and pass? Or is he an earthquake that changed the actual shape of things, the literal lay of the land?

Nobody involved here, nobody watching, knew. I've never quite seen such intellectual modesty among people who are usually quick in their eagerness to explain it all to you.

There were a number of good speeches. Donald Trump Jr. was strong and persuasive on Tuesday night. The next morning, at a Wall Street Journal event, he made a better case for his father than his father has. He talked about the forgotten middle American and referred to himself, humorously, as ""a Fifth Avenue redneck."" When pressed on how a man as divisive as his father could unify the nation, he answered that one way to unify the country is to see that its people have jobs: ""When people are doing well it's amazing how much unity you'll get from that."" I had the distinct impression I was listening to a future political candidate.

Mike Pence's speech was modest, simple and strong. He is going to be a powerful and effective figure in the coming campaign. A longtime staffer told me he was surprised how relaxed the governor was as he prepared. He'd seen him over the years be nervous about smaller, less important speeches. Mr. Pence, the staffer said, told him the reason was that he was completely at peace with his decision to run with Mr. Trump.

